"cf_if","first_name","last_name","email","company_name","description","goal","pledged","outcome","backers_count","country","currency","launch_date","end_date","category","subcategory"
2164,"Karl","Trevisani","karl.trevisani@anguissola.it","Bruce Group","Cross-platform methodical process improvement","5500.0","4300.0","failed",75,"US","USD","1970-01-01","1970-01-01","technology","web"
2916,"Pierina","Gaggini","pierina.gaggini@free.fr","Cordova Ltd","Synergized radical product","90400.0","110279.0","successful",2506,"US","USD","1970-01-01","1970-01-01","technology","web"
2424,"Arnaude","Warner","arnaude.warner@gmail.com","Daniels, Rose and Tyler","Centralized global approach","8600.0","5315.0","failed",136,"US","USD","1970-01-01","1970-01-01","technology","web"
797,"Salvador","Gaillard","salvador.gaillard@yahoo.de","Osborne, Perkins and Knox","Cross-platform bi-directional workforce","2100.0","14305.0","successful",157,"US","USD","1970-01-01","1970-01-01","technology","web"
1231,"Gregory","Jackson","gregory.jackson@ortiz.com","Walters-Carter","Seamless value-added standardization","4500.0","14649.0","successful",222,"US","USD","1970-01-01","1970-01-01","technology","web"
266,"Marc","Aumann","marc.aumann@holland.com","Higgins, Davis and Salazar","Distributed multi-tasking strategy","2700.0","8799.0","successful",91,"US","USD","1970-01-01","1970-01-01","technology","web"
2589,"Micheletto","Sykes","micheletto.sykes@thompson-thompson.com","Tran LLC","Ameliorated fresh-thinking protocol","9800.0","8153.0","failed",132,"US","USD","1970-01-01","1970-01-01","technology","web"
1414,"Alexa","Barillaro","alexa.barillaro@ramos.net","Bell, Grimes and Kerr","Self-enabling uniform complexity","1800.0","8219.0","successful",107,"US","USD","1970-01-01","1970-01-01","technology","web"
2365,"Ben","Maillot","ben.maillot@ramos.net","Mills Group","Advanced empowering matrix","8400.0","3251.0","canceled",64,"US","USD","1970-01-01","1970-01-01","technology","web"
2900,"Denise","Wood","denise.wood@mantegna.com","Petersen and Sons","Open-source full-range portal","900.0","12607.0","successful",191,"US","USD","1970-01-01","1970-01-01","technology","web"
2352,"Amelia","Olvera","amelia.olvera@hotmail.com","Ware-Arias","Upgradable maximized protocol","113800.0","140469.0","successful",5203,"US","USD","1970-01-01","1970-01-01","technology","web"
1145,"Troy","Schmiedecke","troy.schmiedecke@picard.com","Shaw Ltd","Profit-focused content-based application","1400.0","8053.0","successful",139,"CA","CAD","1970-01-01","1970-01-01","technology","web"
2185,"Maximiliano","Knowles","maximiliano.knowles@gmail.com","Smith, Brown and Davis","Devolved background project","193400.0","46317.0","failed",579,"DK","DKK","1970-01-01","1970-01-01","technology","web"
1522,"Lori","Fagotto","lori.fagotto@hill-anderson.com","Turner, Miller and Francis","Compatible well-modulated budgetary management","2100.0","837.0","failed",19,"US","USD","1970-01-01","1970-01-01","technology","web"
1384,"Alejandro","Cruz","alejandro.cruz@hotmail.com","Martin-James","Streamlined upward-trending analyzer","180100.0","105598.0","failed",2779,"AU","AUD","1970-01-01","1970-01-01","technology","web"
1835,"Gottfried","Barbe","gottfried.barbe@hotmail.com","Sanchez, Cross and Savage","Sharable mobile knowledgebase","6000.0","3841.0","failed",71,"US","USD","1970-01-01","1970-01-01","technology","web"
1368,"Conchita","Pagliaro","conchita.pagliaro@googlemail.com","Nunez-Richards","De-engineered cohesive system engine","86400.0","103255.0","successful",1613,"US","USD","1970-01-01","1970-01-01","technology","web"
2988,"Beatriz","Moulin","beatriz.moulin@pinto.com","Cisneros Ltd","Vision-oriented regional hub","10000.0","12684.0","successful",409,"US","USD","1970-01-01","1970-01-01","technology","web"
3169,"Lucas","Austin","lucas.austin@gmail.com","Williams-Jones","Monitored incremental info-mediaries","600.0","14033.0","successful",234,"US","USD","1970-01-01","1970-01-01","technology","web"
497,"Karla","Medici","karla.medici@yahoo.com","Nguyen Inc","Seamless directional capacity","7300.0","7348.0","successful",69,"US","USD","1970-01-01","1970-01-01","technology","web"
1338,"Allen","Gates","allen.gates@gmail.com","Moreno Ltd","Customer-focused multimedia methodology","108400.0","138586.0","successful",1345,"AU","AUD","1970-01-01","1970-01-01","technology","web"
1954,"Raven","Pinto","raven.pinto@hotmail.com","Quinn, Cruz and Schmidt","Enterprise-wide multimedia software","8900.0","14685.0","successful",181,"US","USD","1970-01-01","1970-01-01","technology","web"
685,"Angelo","Lozano","angelo.lozano@macias.com","Cruz, Hall and Mason","Synergized content-based hierarchy","8000.0","7220.0","canceled",219,"US","USD","1970-01-01","1970-01-01","technology","web"
2077,"Renato","Murillo","renato.murillo@club.com","Edwards LLC","Automated system-worthy structure","55800.0","118580.0","successful",3388,"US","USD","1970-01-01","1970-01-01","technology","web"
692,"Sevim","Begue","sevim.begue@yahoo.com.au","Gonzalez-Snow","Polarized user-facing interface","5000.0","6775.0","successful",78,"IT","EUR","1970-01-01","1970-01-01","technology","web"
812,"Carmine","Gonzales","carmine.gonzales@schleich.net","Byrd Group","Profound fault-tolerant model","88900.0","102535.0","successful",3308,"US","USD","1970-01-01","1970-01-01","technology","web"
1015,"Juliette","Preston","juliette.preston@gmail.com","Houston, Moore and Rogers","Optional tangible utilization","7600.0","8332.0","successful",185,"US","USD","1970-01-01","1970-01-01","technology","web"
2259,"Laurence","Lucero","laurence.lucero@martin.org","Hodges, Smith and Kelly","Future-proofed 24hour model","86200.0","77355.0","failed",1758,"US","USD","1970-01-01","1970-01-01","technology","web"
55,"Cameron","Ocampo","cameron.ocampo@hotmail.com.au","Garcia, Dunn and Richardson","Automated even-keeled emulation","9100.0","12991.0","successful",155,"US","USD","1970-01-01","1970-01-01","technology","web"
2554,"Beate","Morgan","beate.morgan@gmail.com","Williams LLC","Up-sized high-level access","69900.0","138087.0","successful",1354,"GB","GBP","1970-01-01","1970-01-01","technology","web"
2293,"Mario","Rees","mario.rees@gmx.de","Cooper, Stanley and Bryant","Phased empowering success","1000.0","5085.0","successful",48,"US","USD","1970-01-01","1970-01-01","technology","web"
212,"Augusto","Vercelloni","augusto.vercelloni@club-internet.fr","Powers, Smith and Deleon","Enhanced uniform service-desk","100.0","2.0","failed",1,"US","USD","1970-01-01","1970-01-01","technology","web"
2381,"Guarino","Escalante","guarino.escalante@hotmail.com","Wang, Silva and Byrd","Integrated bifurcated software","1400.0","3534.0","successful",110,"US","USD","1970-01-01","1970-01-01","technology","web"
237,"Katie","Andersen","katie.andersen@haney.com.au","Carter, Cole and Curtis","Cloned responsive standardization","5800.0","11539.0","successful",462,"US","USD","1970-01-01","1970-01-01","technology","web"
435,"Yves","Mendez","yves.mendez@gmail.com","Stevenson PLC","Profound directional knowledge user","160400.0","1210.0","failed",38,"US","USD","1970-01-01","1970-01-01","technology","web"
1050,"Stella","Ullrich","stella.ullrich@hotmail.com.au","Dawson Group","Triple-buffered bi-directional model","167400.0","196386.0","successful",3777,"IT","EUR","1970-01-01","1970-01-01","technology","web"
910,"Katarina","Clarke","katarina.clarke@hotmail.com.au","Wiggins Ltd","Upgradable analyzing core","9900.0","6161.0","live",66,"CA","CAD","1970-01-01","1970-01-01","technology","web"
2686,"Durante","Lindner","durante.lindner@picard.fr","Wright LLC","Seamless clear-thinking conglomeration","5900.0","9520.0","successful",203,"US","USD","1970-01-01","1970-01-01","technology","web"
201,"Branko","Chambers","branko.chambers@ifrance.com","Henderson, Parker and Diaz","Enterprise-wide client-driven policy","42600.0","156384.0","successful",1548,"AU","AUD","1970-01-01","1970-01-01","technology","web"
923,"Evan","Schacht","evan.schacht@price.com","Robbins Group","Function-based interactive matrix","5500.0","4678.0","failed",55,"US","USD","1970-01-01","1970-01-01","technology","web"
1593,"Bernadette","Wang","bernadette.wang@gmail.com","Sellers, Roach and Garrison","Multi-tiered systematic knowledge user","42700.0","97524.0","successful",1681,"US","USD","1970-01-01","1970-01-01","technology","web"
2028,"Ippazio","Angulo","ippazio.angulo@yahoo.com","Diaz-Little","Grass-roots executive synergy","6700.0","11941.0","successful",323,"US","USD","1970-01-01","1970-01-01","technology","web"
505,"Kerry","Patel","kerry.patel@hutchinson.com","Wright, Hunt and Rowe","Extended eco-centric pricing structure","81200.0","38414.0","failed",452,"US","USD","1970-01-01","1970-01-01","technology","wearables"
1019,"Brian","Novak","brian.novak@ford.net","Scott, Wilson and Martin","Cross-platform intermediate frame","92400.0","104257.0","successful",2673,"US","USD","1970-01-01","1970-01-01","technology","wearables"
462,"Pero","Joly","pero.joly@bernard.net","Garcia, Garcia and Lopez","Reduced stable middleware","8800.0","14878.0","successful",198,"US","USD","1970-01-01","1970-01-01","technology","wearables"
1213,"Susi","Steinberg","susi.steinberg@preiss.com","Bradshaw, Gill and Donovan","Inverse secondary infrastructure","158100.0","145243.0","failed",1467,"GB","GBP","1970-01-01","1970-01-01","technology","wearables"
2101,"Justin","Luxardo","justin.luxardo@googlemail.com","Roy PLC","Multi-channeled neutral customer loyalty","6000.0","5392.0","failed",120,"US","USD","1970-01-01","1970-01-01","technology","wearables"
2655,"Jeremy","Gomez","jeremy.gomez@oconnor.org","Flores, Miller and Johnson","Horizontal context-sensitive knowledge user","8000.0","11493.0","successful",164,"US","USD","1970-01-01","1970-01-01","technology","wearables"
1363,"Sara","Erickson","sara.erickson@yahoo.de","Lopez Inc","Team-oriented 6thgeneration middleware","72600.0","117892.0","successful",4065,"GB","GBP","1970-01-01","1970-01-01","technology","wearables"
2480,"Branka","Traore","branka.traore@jacobi.com","Cisneros-Burton","Public-key zero tolerance orchestration","31400.0","41564.0","successful",374,"US","USD","1970-01-01","1970-01-01","technology","wearables"
3088,"Carolyn","Charpentier","carolyn.charpentier@hotmail.de","Garcia Inc","Front-line web-enabled model","3700.0","10422.0","successful",336,"US","USD","1970-01-01","1970-01-01","technology","wearables"
2431,"Gabrielle","Ayala","gabrielle.ayala@hotmail.com","Harper-Davis","Robust heuristic encoding","1900.0","13816.0","successful",126,"US","USD","1970-01-01","1970-01-01","technology","wearables"
698,"Zacharie","Cordier","zacharie.cordier@gmail.com","Hamilton, Wright and Chavez","Down-sized empowering protocol","92100.0","19246.0","failed",326,"US","USD","1970-01-01","1970-01-01","technology","wearables"
1882,"Adalberto","Lombardo","adalberto.lombardo@sfr.fr","Fields-Moore","Secured reciprocal array","25000.0","59128.0","successful",768,"CH","CHF","1970-01-01","1970-01-01","technology","wearables"
2198,"Ian","Kelly","ian.kelly@reeves.com.au","White, Larson and Wright","Upgradable hybrid capability","9300.0","11255.0","successful",107,"US","USD","1970-01-01","1970-01-01","technology","wearables"
3024,"Antonino","Bolander","antonino.bolander@gmail.com","Evans Group","Stand-alone actuating support","8000.0","12985.0","successful",164,"US","USD","1970-01-01","1970-01-01","technology","wearables"
1130,"Kaylee","Hoffmann","kaylee.hoffmann@poulain.com","Santos, Black and Donovan","Pre-emptive scalable access","600.0","5368.0","successful",48,"US","USD","1970-01-01","1970-01-01","technology","wearables"
2563,"Monique","Delgadillo","monique.delgadillo@hotmail.co.uk","Olsen, Edwards and Reid","Optional clear-thinking software","56000.0","172736.0","successful",2107,"AU","AUD","1970-01-01","1970-01-01","technology","wearables"
1834,"Vicente","Tijerina","vicente.tijerina@montanariello.com","King Inc","Organic bandwidth-monitored frame","8200.0","5178.0","failed",100,"DK","DKK","1970-01-01","1970-01-01","technology","wearables"
2556,"Leopoldo","Johnson","leopoldo.johnson@hotmail.com.au","Mason-Sanders","Networked web-enabled instruction set","3200.0","3127.0","failed",41,"US","USD","1970-01-01","1970-01-01","technology","wearables"
1732,"William","Gibilisco","william.gibilisco@gaillard.com","Pacheco, Johnson and Torres","Optional bandwidth-monitored definition","20700.0","41396.0","successful",470,"US","USD","1970-01-01","1970-01-01","technology","wearables"
948,"Imelda","Guerin","imelda.guerin@stumpf.net","Burns-Burnett","Front-line scalable definition","3800.0","2241.0","live",86,"US","USD","1970-01-01","1970-01-01","technology","wearables"
2808,"Sergius","Mace","sergius.mace@palazzo.com","Flores-Lambert","Triple-buffered logistical frame","109000.0","42795.0","failed",424,"US","USD","1970-01-01","1970-01-01","technology","wearables"
2141,"Alessio","Bruneau","alessio.bruneau@hotmail.co.uk","Hernandez-Grimes","Profit-focused zero administration forecast","102900.0","67546.0","failed",1608,"US","USD","1970-01-01","1970-01-01","technology","wearables"
298,"Bernardo","Wieloch","bernardo.wieloch@budig.com","Thomas-Lopez","User-centric fault-tolerant archive","9400.0","6015.0","failed",118,"US","USD","1970-01-01","1970-01-01","technology","wearables"
2403,"Donatello","Millet","donatello.millet@fritsch.net","Rodriguez-West","Automated optimal function","7000.0","1744.0","failed",32,"US","USD","1970-01-01","1970-01-01","technology","wearables"
1136,"Paulina","Miller","paulina.miller@lewis-barker.com","Martin, Martin and Solis","Assimilated uniform methodology","6800.0","5579.0","failed",186,"US","USD","1970-01-01","1970-01-01","technology","wearables"
586,"Reece","Valencia","reece.valencia@laboy-palomo.com","Obrien and Sons","Pre-emptive transitional frame","1200.0","3984.0","successful",42,"US","USD","1970-01-01","1970-01-01","technology","wearables"
470,"Travis","Cowan","travis.cowan@turner.info","Grimes, Holland and Sloan","Extended dedicated archive","3600.0","10289.0","successful",381,"US","USD","1970-01-01","1970-01-01","technology","wearables"
2806,"Amedeo","Bradford","amedeo.bradford@yahoo.com","Lyons LLC","Balanced impactful circuit","68800.0","162603.0","successful",2756,"US","USD","1970-01-01","1970-01-01","technology","wearables"
2322,"Bill","Gallagher","bill.gallagher@green.com","Clark Inc","Down-sized mobile time-frame","9200.0","9339.0","successful",85,"IT","EUR","1970-01-01","1970-01-01","technology","wearables"
302,"Xavier","Samson","xavier.samson@baggio.it","Hopkins-Browning","Balanced upward-trending productivity","2500.0","13684.0","successful",268,"US","USD","1970-01-01","1970-01-01","technology","wearables"
2310,"Lorraine","Crawford","lorraine.crawford@gmail.com","Lucero Group","Intuitive actuating benchmark","9800.0","3349.0","failed",120,"US","USD","1970-01-01","1970-01-01","technology","wearables"
400,"Caridad","Carr","caridad.carr@huhn.com","Greene, Lloyd and Sims","Balanced leadingedge data-warehouse","2100.0","1768.0","failed",63,"US","USD","1970-01-01","1970-01-01","technology","wearables"
3187,"Sonia","Volta","sonia.volta@gmx.de","Jarvis and Sons","Business-focused intermediate system engine","29500.0","83843.0","successful",762,"US","USD","1970-01-01","1970-01-01","technology","wearables"
2509,"Beverley","Telesio","beverley.telesio@regnier.fr","Waters and Sons","Inverse neutral structure","6300.0","13018.0","successful",194,"US","USD","1970-01-01","1970-01-01","technology","wearables"
2785,"Kim","Webb","kim.webb@yahoo.com.au","Ramos, Moreno and Lewis","Extended multi-state knowledge user","9200.0","13382.0","successful",129,"CA","CAD","1970-01-01","1970-01-01","technology","wearables"
3027,"Margot","Tomaselli","margot.tomaselli@junck.org","Jones, Wiley and Robbins","Front-line cohesive extranet","7500.0","14381.0","successful",134,"US","USD","1970-01-01","1970-01-01","technology","wearables"
1656,"Hiltrud","Thibault","hiltrud.thibault@barbe.com","Taylor, Wood and Taylor","Cloned hybrid focus group","42100.0","188057.0","successful",2893,"CA","CAD","1970-01-01","1970-01-01","technology","wearables"
649,"Sabine","Lachmann","sabine.lachmann@phillips.org","Cole, Petty and Cameron","Realigned zero administration paradigm","100.0","3.0","failed",1,"US","USD","1970-01-01","1970-01-01","technology","wearables"
33,"Matthew","Velasquez","matthew.velasquez@gmail.com","Sims-Gross","Object-based attitude-oriented analyzer","8700.0","4710.0","failed",83,"US","USD","1970-01-01","1970-01-01","technology","wearables"
113,"Jonas","Badoer","jonas.badoer@kennedy.biz","Reyes PLC","Expanded optimal pricing structure","8300.0","8317.0","successful",297,"US","USD","1970-01-01","1970-01-01","technology","wearables"
1649,"Belinda","Gamez","belinda.gamez@leleu.com","Carson PLC","Visionary system-worthy attitude","28800.0","118847.0","successful",1071,"CA","CAD","1970-01-01","1970-01-01","technology","wearables"
971,"Alain","Farmer","alain.farmer@hotmail.it","Hill, Mccann and Moore","Streamlined needs-based knowledge user","6900.0","2091.0","failed",34,"US","USD","1970-01-01","1970-01-01","technology","wearables"
1111,"Rotraud","Mitchell","rotraud.mitchell@laboratorios.com","Hunter-Logan","Down-sized needs-based task-force","8600.0","13527.0","successful",366,"IT","EUR","1970-01-01","1970-01-01","technology","wearables"
725,"Lynn","Lawson","lynn.lawson@leclercq.com","Lawson and Sons","Reverse-engineered multi-tasking product","1500.0","8447.0","successful",132,"IT","EUR","1970-01-01","1970-01-01","technology","wearables"
1526,"Guenther","Armenta","guenther.armenta@free.fr","Lee PLC","Re-contextualized leadingedge firmware","2000.0","5033.0","successful",65,"US","USD","1970-01-01","1970-01-01","technology","wearables"
1365,"Samuel","Sorgatz","samuel.sorgatz@gmail.com","Larson-Little","Proactive foreground core","7600.0","5265.0","failed",53,"US","USD","1970-01-01","1970-01-01","theater","plays"
2057,"Socorro","Luna","socorro.luna@hotmail.com","Harris Group","Open-source optimizing database","7600.0","13195.0","successful",174,"DK","DKK","1970-01-01","1970-01-01","theater","plays"
2669,"Kayla","Moon","kayla.moon@yahoo.de","Carter-Guzman","Centralized cohesive challenge","4500.0","14741.0","successful",227,"DK","DKK","1970-01-01","1970-01-01","theater","plays"
1114,"Ariadna","Geisel","ariadna.geisel@rangel.com","Nunez-Richards","Exclusive attitude-oriented intranet","110100.0","21946.0","live",708,"DK","DKK","1970-01-01","1970-01-01","theater","plays"
601,"Caleb","Benavides","caleb.benavides@rubio.com","Perez, Johnson and Gardner","Grass-roots zero administration system engine","6300.0","3030.0","failed",27,"US","USD","1970-01-01","1970-01-01","theater","plays"
875,"Stephanie","King","stephanie.king@cervantes.com","Johnson-Gould","Exclusive needs-based adapter","9100.0","6089.0","canceled",135,"US","USD","1970-01-01","1970-01-01","theater","plays"
2283,"Amanda","Palmer","amanda.palmer@didier.fr","Perez-Hess","Down-sized cohesive archive","62500.0","30331.0","failed",674,"US","USD","1970-01-01","1970-01-01","theater","plays"
711,"Itzel","Murphy","itzel.murphy@muelichen.de","Simmons-Reynolds","Re-engineered intangible definition","94000.0","38533.0","failed",558,"US","USD","1970-01-01","1970-01-01","theater","plays"
1747,"Filippo","Parry","filippo.parry@live.com","Collier Inc","Enhanced dynamic definition","59100.0","75690.0","successful",890,"US","USD","1970-01-01","1970-01-01","theater","plays"
2653,"Yolanda","Snyder","yolanda.snyder@gmx.de","Spencer-Bates","Optional responsive customer loyalty","107500.0","51814.0","canceled",1480,"US","USD","1970-01-01","1970-01-01","theater","plays"
325,"Ingeborg","Alba","ingeborg.alba@hotmail.com","Campbell, Brown and Powell","Synchronized global task-force","130800.0","137635.0","successful",2220,"US","USD","1970-01-01","1970-01-01","theater","plays"
210,"Amalia","Marenzio","amalia.marenzio@grupo.com","Blair, Collins and Carter","Exclusive interactive approach","50200.0","189666.0","successful",5419,"US","USD","1970-01-01","1970-01-01","theater","plays"
2034,"Greca","Ruiz","greca.ruiz@carr.co.uk","Jackson-Lewis","Monitored multi-state encryption","700.0","1101.0","successful",16,"US","USD","1970-01-01","1970-01-01","theater","plays"
170,"John","Lane","john.lane@gregoire.fr","Kim-Rice","Organized bi-directional function","9900.0","5027.0","failed",88,"DK","DKK","1970-01-01","1970-01-01","theater","plays"
87,"Virginia","Caetani","virginia.caetani@sosa.biz","Woods-Clark","Networked tertiary Graphical User Interface","9500.0","4530.0","failed",48,"US","USD","1970-01-01","1970-01-01","theater","plays"
1711,"Martin","Meyer","martin.meyer@davis.co.uk","Bennett and Sons","Function-based multi-state software","1500.0","7129.0","successful",149,"US","USD","1970-01-01","1970-01-01","theater","plays"
2294,"Marguerite","Walls","marguerite.walls@martinez.fr","Lamb Inc","Optimized leadingedge concept","33300.0","128862.0","successful",2431,"US","USD","1970-01-01","1970-01-01","theater","plays"
29,"Tammy","Ramazzotti","tammy.ramazzotti@gmail.com","Hernandez, Rodriguez and Clark","Organic foreground leverage","7200.0","2459.0","failed",75,"US","USD","1970-01-01","1970-01-01","theater","plays"
2025,"Flora","Harris","flora.harris@hotmail.com.au","Anderson-Perez","Expanded 3rdgeneration strategy","2700.0","6132.0","successful",211,"US","USD","1970-01-01","1970-01-01","theater","plays"
2395,"Cheryl","Boyd","cheryl.boyd@segni.it","Wright, Fox and Marks","Assimilated real-time support","1400.0","3851.0","successful",128,"US","USD","1970-01-01","1970-01-01","theater","plays"
1418,"Rhys","Leiva","rhys.leiva@gmx.de","Crawford-Peters","User-centric regional database","94200.0","135997.0","successful",1600,"CA","CAD","1970-01-01","1970-01-01","theater","plays"
1905,"Mariano","Prieto","mariano.prieto@vodafone.it","Romero-Hoffman","Open-source zero administration complexity","199200.0","184750.0","failed",2253,"CA","CAD","1970-01-01","1970-01-01","theater","plays"
2430,"David","Rudolph","david.rudolph@nelson.com","Baker, Morgan and Brown","Assimilated didactic open system","4700.0","557.0","failed",5,"US","USD","1970-01-01","1970-01-01","theater","plays"
1934,"Ubaldo","Brown","ubaldo.brown@philippe.com","Berry-Boyer","Mandatory incremental projection","6100.0","14405.0","successful",236,"US","USD","1970-01-01","1970-01-01","theater","plays"
1225,"Clelia","Faulkner","clelia.faulkner@hotmail.com","Sanders-Allen","Grass-roots needs-based encryption","2900.0","1307.0","failed",12,"US","USD","1970-01-01","1970-01-01","theater","plays"
963,"Rupert","Valle","rupert.valle@filogamo.it","Moreno-Turner","Inverse multi-tasking installation","5700.0","14508.0","successful",246,"IT","EUR","1970-01-01","1970-01-01","theater","plays"
1486,"Puccio","Kitzmann","puccio.kitzmann@yahoo.com","Jones-Watson","Switchable disintermediate moderator","7900.0","1901.0","canceled",17,"US","USD","1970-01-01","1970-01-01","theater","plays"
676,"Thomas","Hutchinson","thomas.hutchinson@gmx.de","Barker Inc","Re-engineered 24/7 task-force","128000.0","158389.0","successful",2475,"IT","EUR","1970-01-01","1970-01-01","theater","plays"
2137,"Abelardo","Castro","abelardo.castro@gmail.com","Tate, Bass and House","Organic object-oriented budgetary management","6000.0","6484.0","successful",76,"US","USD","1970-01-01","1970-01-01","theater","plays"
2459,"Glen","Faivre","glen.faivre@yahoo.com","Martin, Conway and Larsen","Horizontal next generation function","122900.0","95993.0","failed",1684,"US","USD","1970-01-01","1970-01-01","theater","plays"
2885,"Martyn","Caldera","martyn.caldera@hotmail.co.uk","Soto LLC","Triple-buffered reciprocal project","57800.0","40228.0","failed",838,"US","USD","1970-01-01","1970-01-01","theater","plays"
2030,"Brandon","Olson","brandon.olson@prince-moreno.net","Davis-Smith","Organic motivating firmware","7400.0","12405.0","successful",203,"US","USD","1970-01-01","1970-01-01","theater","plays"
2468,"Daniela","Bell","daniela.bell@vollbrecht.org","White, Singleton and Zimmerman","Monitored scalable knowledgebase","3400.0","8588.0","successful",96,"US","USD","1970-01-01","1970-01-01","theater","plays"
656,"Phyllis","Gurule","phyllis.gurule@rodriguez-pham.com","Kramer Group","Synergistic explicit parallelism","7800.0","6132.0","failed",106,"US","USD","1970-01-01","1970-01-01","theater","plays"
1891,"Amber","Weller","amber.weller@toso.eu","Hall and Sons","Pre-emptive radical architecture","108800.0","65877.0","canceled",610,"US","USD","1970-01-01","1970-01-01","theater","plays"
3097,"Jennifer","Giraud","jennifer.giraud@yahoo.com","Howard Ltd","Down-sized systematic policy","69700.0","151513.0","successful",2331,"US","USD","1970-01-01","1970-01-01","theater","plays"
3076,"Luis","Edwards","luis.edwards@live.com","Baker-Morris","Fully-configurable motivating approach","7600.0","14951.0","successful",164,"US","USD","1970-01-01","1970-01-01","theater","plays"
3146,"Fiona","Griffiths","fiona.griffiths@curatoli-verdone.it","Tucker, Fox and Green","Upgradable fault-tolerant approach","100.0","1.0","failed",1,"US","USD","1970-01-01","1970-01-01","theater","plays"
1061,"Esmeralda","Sollima","esmeralda.sollima@visintini.it","Brandt, Carter and Wood","Ameliorated clear-thinking circuit","3900.0","14006.0","successful",147,"US","USD","1970-01-01","1970-01-01","theater","plays"
2957,"Silvia","Gierschner","silvia.gierschner@tele2.it","Tucker, Schmidt and Reid","Multi-layered encompassing installation","3500.0","6527.0","successful",86,"US","USD","1970-01-01","1970-01-01","theater","plays"
1862,"Wilfrido","Lorch","wilfrido.lorch@leclerc.fr","David-Clark","De-engineered motivating standardization","7200.0","6336.0","failed",73,"US","USD","1970-01-01","1970-01-01","theater","plays"
2999,"Toralf","Iglesias","toralf.iglesias@borrego.com","Edwards-Lewis","Enhanced scalable concept","177700.0","33092.0","failed",662,"CA","CAD","1970-01-01","1970-01-01","theater","plays"
2105,"Alicia","Cainero","alicia.cainero@yahoo.com","Pratt LLC","Stand-alone web-enabled moderator","5300.0","8475.0","successful",180,"US","USD","1970-01-01","1970-01-01","theater","plays"
1324,"Tracey","Laboy","tracey.laboy@bell.biz","Gross PLC","Proactive methodical benchmark","180200.0","69617.0","failed",774,"US","USD","1970-01-01","1970-01-01","theater","plays"
1952,"Donald","Reynaud","donald.reynaud@green.edu.au","Martinez, Gomez and Dalton","Team-oriented 6thgeneration matrix","103200.0","53067.0","failed",672,"CA","CAD","1970-01-01","1970-01-01","theater","plays"
1488,"Roland","Weihmann","roland.weihmann@gmail.com","Flowers and Sons","Virtual static core","3300.0","3834.0","successful",89,"US","USD","1970-01-01","1970-01-01","theater","plays"
2647,"Gerardo","Hamilton","gerardo.hamilton@libero.it","Le, Burton and Evans","Balanced zero-defect software","7700.0","5488.0","failed",117,"US","USD","1970-01-01","1970-01-01","theater","plays"
377,"Rodney","Hamon","rodney.hamon@hotmail.com","Martin, Lopez and Hunter","Multi-lateral actuating installation","9000.0","11619.0","successful",135,"US","USD","1970-01-01","1970-01-01","theater","plays"
822,"Florencia","Querini","florencia.querini@gmail.com","Harris-Golden","Optional bandwidth-monitored middleware","8800.0","1518.0","canceled",51,"US","USD","1970-01-01","1970-01-01","theater","plays"
2730,"Liam","Rolland","liam.rolland@yahoo.fr","Moss, Norman and Dunlap","Upgradable upward-trending workforce","8300.0","9337.0","successful",199,"US","USD","1970-01-01","1970-01-01","theater","plays"
2171,"Frida","Villarreal","frida.villarreal@hotmail.de","Whitehead, Bell and Hughes","Multi-tiered radical definition","189400.0","176112.0","failed",5681,"US","USD","1970-01-01","1970-01-01","theater","plays"
1065,"Elias","Marin","elias.marin@herve.net","Hall-Schaefer","Distributed eco-centric methodology","139500.0","90706.0","failed",1194,"US","USD","1970-01-01","1970-01-01","theater","plays"
940,"Gebhard","Thanel","gebhard.thanel@gmail.com","Clarke, Anderson and Lee","Robust explicit hardware","191200.0","191222.0","successful",1821,"US","USD","1970-01-01","1970-01-01","theater","plays"
2657,"Rebecca","Greer","rebecca.greer@hotmail.com","Lopez and Sons","Polarized human-resource protocol","150500.0","150755.0","successful",1396,"US","USD","1970-01-01","1970-01-01","theater","plays"
557,"Sergio","Abbott","sergio.abbott@moore.net.au","Cruz-Ward","Robust content-based emulation","2600.0","10804.0","successful",146,"AU","AUD","1970-01-01","1970-01-01","theater","plays"
597,"Bianca","Drubin","bianca.drubin@libero.it","White LLC","Cross-group 4thgeneration middleware","96700.0","157635.0","successful",1561,"US","USD","1970-01-01","1970-01-01","theater","plays"
2354,"Teresa","Vecellio","teresa.vecellio@yahoo.com","Jones, Contreras and Burnett","Sharable intangible migration","181200.0","47459.0","failed",1130,"US","USD","1970-01-01","1970-01-01","theater","plays"
1358,"Emine","Tacchini","emine.tacchini@dbmail.com","Stone-Orozco","Proactive scalable Graphical User Interface","115000.0","86060.0","failed",782,"US","USD","1970-01-01","1970-01-01","theater","plays"
188,"Dawn","Cortez","dawn.cortez@gmail.com","Lee, Gibson and Morgan","Digitized solution-oriented product","38800.0","161593.0","successful",2739,"US","USD","1970-01-01","1970-01-01","theater","plays"
1743,"Eleanor","Hall","eleanor.hall@hotmail.com","Marks Ltd","Realigned human-resource orchestration","44500.0","159185.0","successful",3537,"CA","CAD","1970-01-01","1970-01-01","theater","plays"
2369,"Jason","Howell","jason.howell@gmx.de","Adams Group","Reverse-engineered bandwidth-monitored contingency","27100.0","195750.0","successful",3318,"DK","DKK","1970-01-01","1970-01-01","theater","plays"
